EXACT_RANGE_EXP_6,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP,EXACT_RANGE_EXP_6,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_2,
0,357300,145200,0,37500,0,
0,357300,145200,0,37500,0,
0,351300,139200,0,49500,0,
0,351300,153600,0,35100,0,
0,345300,153600,0,41100,0,
0,345300,153600,0,41100,0,
0,345300,153600,0,41100,0,
0,342900,153000,0,44100,0,
0,342900,153600,0,43500,0,
0,342900,153600,0,43500,0,
0,342900,153600,0,43500,0,
0,342900,153600,0,43500,0,
0,341100,153600,0,45300,0,
0,340800,153000,0,46200,0,
0,340800,164400,0,34800,0,
0,340800,164400,0,34800,0,
0,340200,164400,0,35400,0,
0,340200,164400,0,35400,0,
0,340200,164400,0,35400,0,
0,342600,162000,0,35400,0,
0,342000,161400,0,36600,0,
0,331200,150600,0,58200,0,
0,324600,150600,0,64800,0,
0,324600,150600,0,64800,0,
0,324600,150600,0,64800,0,
0,324000,150000,0,66000,0,
0,324000,157800,0,58200,0,
0,324000,157800,0,58200,0,
0,321000,157800,0,61200,0,
0,331800,152400,0,55800,0,
0,322800,161400,0,55800,0,
0,322200,162000,0,55800,0,
0,322200,161400,0,56400,0,
0,322200,161400,0,56400,0,
0,317400,161400,0,61200,0,
0,315600,163200,0,61200,0,
0,315600,163200,0,61200,0,
0,315300,176100,0,48600,0,
0,315300,175500,0,49200,0,
0,322500,175500,0,42000,0,
0,321900,175500,0,42600,0,
0,321900,175500,0,42600,0,
0,321900,175500,0,42600,0,
0,326100,171300,0,42600,0,
0,326100,168900,0,45000,0,
0,324300,170700,0,45000,0,
0,330300,170700,0,39000,0,
0,330300,170700,0,39000,0,
0,326700,174300,0,39000,0,
0,326400,171900,0,41700,0,
0,326400,172500,0,41100,0,
0,326400,168900,0,44700,0,
0,322200,180900,0,36900,0,
0,322200,188100,0,29700,0,
0,324000,188100,0,27900,0,
0,323700,188400,0,27900,0,
0,323700,189000,0,27300,0,
0,338700,178800,0,22500,0,
0,333900,178800,0,27300,0,
0,330300,182400,0,27300,0,
0,330300,182400,0,27300,0,
0,330000,181800,0,28200,0,
0,330000,174000,0,36000,0,
0,328800,171000,0,40200,0,
0,329400,171000,0,39600,0,
0,329400,171000,0,39600,0,
0,326400,169200,0,44400,0,
0,327000,168600,0,44400,0,
0,326400,168000,0,45600,0,
0,326400,163200,0,50400,0,
0,327000,163200,0,49800,0,
0,319800,170400,0,49800,0,
0,319800,170400,0,49800,0,
0,320400,169800,0,49800,0,
0,325200,169200,0,45600,0,
0,328800,165600,0,45600,0,
0,336000,165600,0,38400,0,
0,336000,165600,0,38400,0,
0,343200,162000,0,34800,0,
0,339000,166200,0,34800,0,
0,339000,160200,0,40800,0,
0,331800,167400,0,40800,0,
0,335400,167400,0,37200,0,
0,335400,167400,0,37200,0,
0,335400,167400,0,37200,0,
0,336000,166800,0,37200,0,
0,336000,162600,0,41400,0,
0,336000,162600,0,41400,0,
0,326700,162600,0,50700,0,
0,333900,162600,0,43500,0,
0,330300,169800,0,39900,0,
0,330000,170100,0,39900,0,
0,330000,179700,0,30300,0,
0,330000,179700,0,30300,0,
0,329400,180900,0,29700,0,
0,329400,180900,0,29700,0,
0,329400,180900,0,29700,0,
0,329100,181200,0,29700,0,
0,329100,178200,0,32700,0,
0,329100,178200,0,32700,0,
0,338400,178200,0,23400,0,
0,338400,178200,0,23400,0,
0,338400,178200,0,23400,0,
0,338100,178500,0,23400,0,
0,338100,176100,0,25800,0,
0,338100,176100,0,25800,0,
0,337500,177300,0,25200,0,
0,339300,177300,0,23400,0,
0,339300,177300,0,23400,0,
0,339900,176700,0,23400,0,
0,339900,170700,0,29400,0,
0,338100,172500,0,29400,0,
0,342300,172500,0,25200,0,
0,342300,172500,0,25200,0,
0,340500,174300,0,25200,0,
0,340200,174600,0,25200,0,
0,340200,168600,0,31200,0,
0,340200,163800,0,36000,0,
0,346200,163800,0,30000,0,
0,346200,163800,0,30000,0,
0,346200,169200,0,24600,0,
0,345900,169500,0,24600,0,
0,345900,163500,0,30600,0,
0,345900,163500,0,30600,0,
0,340500,163500,0,36000,0,
0,340500,163500,0,36000,0,
0,335100,163500,0,41400,0,
0,334800,163800,0,41400,0,
0,334800,163200,0,42000,0,
0,334800,163200,0,42000,0,
0,335400,163200,0,41400,0,
0,335400,174000,0,30600,0,
0,342600,174000,0,23400,0,
0,354000,162600,0,23400,0,
0,354000,159600,0,26400,0,
0,349200,159600,0,31200,0,
0,355800,159600,0,24600,0,
0,368400,159600,0,12000,0,
0,368400,159600,0,12000,0,
0,362400,153600,0,24000,0,
0,362400,154200,0,23400,0,
0,362400,154200,0,23400,0,
0,361800,160800,0,17400,0,
0,361800,160800,0,17400,0,
0,361800,160800,0,17400,0,
0,361500,161100,0,17400,0,
0,361500,167100,0,11400,0,
0,359700,172500,0,7800,0,
0,360300,172500,0,7200,0,
0,358500,172500,0,9000,0,
0,358500,163500,0,18000,0,
0,355500,158700,0,25800,0,
0,347700,150900,0,41400,0,
0,347700,154500,0,37800,0,
0,347100,154500,0,38400,0,
0,352500,154500,0,33000,0,
0,356100,152700,0,31200,0,
0,356700,152100,0,31200,0,
0,356700,151500,0,31800,0,
0,356700,156900,0,26400,0,
0,348900,156900,0,34200,0,
0,348900,156900,0,34200,0,
0,348900,156900,0,34200,0,
0,348600,157200,0,34200,0,
0,348600,154200,0,37200,0,
0,348600,155400,0,36000,0,
0,346200,158400,0,35400,0,
0,355200,149400,0,35400,0,
0,355200,149400,0,35400,0,
0,354900,149700,0,35400,0,
0,366900,138300,0,34800,0,
0,378900,138300,0,22800,0,
0,378300,138300,0,23400,0,
0,378300,138300,0,23400,0,
0,378300,138300,0,23400,0,
0,378000,138600,0,23400,0,
0,378000,141000,0,21000,0,
0,385200,133800,0,21000,0,
0,385800,133800,0,20400,0,
0,385800,133800,0,20400,0,
0,385800,133800,0,20400,0,
0,385200,134400,0,20400,0,
0,385200,129000,0,25800,0,
0,379200,129000,0,31800,0,
0,392100,129000,0,18900,0,
0,392100,129000,0,18900,0,
0,396900,129000,0,14100,0,
0,390900,135000,0,14100,0,
0,390900,135600,0,13500,0,
0,390900,135600,0,13500,0,
0,390300,136800,0,12900,0,
0,390300,136800,0,12900,0,
0,390300,136800,0,12900,0,
0,390000,137100,0,12900,0,
0,390000,137700,0,12300,0,
0,390000,137700,0,12300,0,
0,384600,137700,0,17700,0,
0,384600,137700,0,17700,0,
0,384600,135900,0,19500,0,
0,385200,135300,0,19500,0,
0,385200,134700,0,20100,0,
0,385200,134700,0,20100,0,
0,382200,134700,0,23100,0,
0,382200,134700,0,23100,0,
0,382200,129300,0,28500,0,
0,381900,128700,0,29400,0,
0,381300,123300,0,35400,0,
0,381300,123300,0,35400,0,
0,390900,123300,0,25800,0,
0,389100,123300,0,27600,0,
0,389100,121500,0,29400,0,
0,398700,111900,0,29400,0,
0,398700,112500,0,28800,0,
0,398700,112500,0,28800,0,
0,398100,112500,0,29400,0,
0,407100,112500,0,20400,0,
0,403500,116100,0,20400,0,
0,403200,118800,0,18000,0,
0,397200,127200,0,15600,0,
0,392400,127200,0,20400,0,
0,400200,127200,0,12600,0,
0,403800,123600,0,12600,0,
0,403800,123600,0,12600,0,
0,404400,123000,0,12600,0,
0,404400,130800,0,4800,0,
0,404400,134400,0,1200,0,
0,405000,134400,0,600,0,
0,405000,134400,0,600,0,
0,405000,134400,0,600,0,
0,404400,133800,0,1800,0,
0,404400,135600,0,0,0,
0,404400,135600,0,0,0,
0,404400,135600,0,0,0,
0,400800,139200,0,0,0,
0,400800,139200,0,0,0,
0,401400,138600,0,0,0,
0,407400,132600,0,0,0,
0,407400,132600,0,0,0,
0,405600,134400,0,0,0,
0,405600,134400,0,0,0,
0,418200,121800,0,0,0,
0,414000,126000,0,0,0,
0,408000,132000,0,0,0,
0,408000,132000,0,0,0,
0,408000,132000,0,0,0,
0,408000,132000,0,0,0,
0,408000,132000,0,0,0,
0,408600,131400,0,0,0,
0,414600,125400,0,0,0,
0,414600,125400,0,0,0,
0,414600,125400,0,0,0,
0,416400,123600,0,0,0,
0,416400,123600,0,0,0,
0,416100,123900,0,0,0,
0,415500,124500,0,0,0,
0,415500,124500,0,0,0,
0,415500,124500,0,0,0,
0,415500,124500,0,0,0,
0,413700,126300,0,0,0,
0,414300,125700,0,0,0,
0,410100,129900,0,0,0,
0,410100,129900,0,0,0,
0,410100,129900,0,0,0,
0,410100,129900,0,0,0,
0,410100,129900,0,0,0,
0,409800,130200,0,0,0,
0,409200,130800,0,0,0,
0,409200,130800,0,0,0,
0,409200,130800,0,0,0,
0,409200,130800,0,0,0,
0,409200,130800,0,0,0,
0,408900,131100,0,0,0,
0,418500,121500,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,431100,108900,0,0,0,
0,425100,114900,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425400,114600,0,0,0,
0,424800,115200,0,0,0,
0,424800,115200,0,0,0,
0,435600,104400,0,0,0,
0,435600,104400,0,0,0,
0,435600,104400,0,0,0,
0,435300,104700,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,425700,114300,0,0,0,
0,423300,116700,0,0,0,
0,425700,114300,0,0,0,
0,431100,108900,0,0,0,
0,431100,108900,0,0,0,
0,431100,108900,0,0,0,
0,431100,108900,0,0,0,
0,430800,109200,0,0,0,
0,431400,108600,0,0,0,
0,431400,108600,0,0,0,
0,438600,101400,0,0,0,
0,438600,101400,0,0,0,
0,438600,101400,0,0,0,
0,438300,101700,0,0,0,
0,426900,113100,0,0,0,
0,432300,107700,0,0,0,
0,421500,118500,0,0,0,
0,430500,109500,0,0,0,
0,430500,109500,0,0,0,
0,422700,117300,0,0,0,
0,422100,117900,0,0,0,
0,422100,117900,0,0,0,
0,427500,112500,0,0,0,
0,427500,112500,0,0,0,
0,436500,103500,0,0,0,
0,435900,104100,0,0,0,
0,436500,103500,0,0,0,
0,443700,96300,0,0,0,
0,443700,96300,0,0,0,
0,441900,98100,0,0,0,
0,441900,98100,0,0,0,
0,441600,98400,0,0,0,
0,444000,96000,0,0,0,
0,444000,96000,0,0,0,
0,444000,96000,0,0,0,
0,451200,88800,0,0,0,
0,451200,88800,0,0,0,
0,443400,96600,0,0,0,
0,444000,96000,0,0,0,
0,444000,96000,0,0,0,
0,444000,96000,0,0,0,
0,453000,87000,0,0,0,
0,453000,87000,0,0,0,
0,453600,86400,0,0,0,
0,454200,85800,0,0,0,
0,454200,85800,0,0,0,
0,463200,76800,0,0,0,
0,463200,76800,0,0,0,
0,475800,64200,0,0,0,
0,476400,63600,0,0,0,
0,470400,69600,0,0,0,
0,470400,69600,0,0,0,
0,477600,62400,0,0,0,
0,477600,62400,0,0,0,
0,477600,62400,0,0,0,
0,477300,62700,0,0,0,
0,476700,63300,0,0,0,
0,476700,63300,0,0,0,
0,476700,63300,0,0,0,
0,482100,57900,0,0,0,
0,482100,57900,0,0,0,
0,486300,53700,0,0,0,
0,486900,53100,0,0,0,
0,486900,53100,0,0,0,
0,486900,53100,0,0,0,
0,486900,53100,0,0,0,
0,486900,53100,0,0,0,
0,498300,41700,0,0,0,
0,495900,44100,0,0,0,
0,495900,44100,0,0,0,
0,495900,44100,0,0,0,
0,495900,44100,0,0,0,
0,485100,54900,0,0,0,
0,484800,55200,0,0,0,
0,471900,68100,0,0,0,
0,473700,66300,0,0,0,
0,473700,66300,0,0,0,
0,473700,66300,0,0,0,
0,473700,66300,0,0,0,
0,462300,77700,0,0,0,
0,461700,78300,0,0,0,
0,461700,78300,0,0,0,
0,461700,78300,0,0,0,
0,461700,78300,0,0,0,
0,461700,78300,0,0,0,
0,471300,68700,0,0,0,
0,471900,68100,0,0,0,
0,471900,68100,0,0,0,
0,471900,68100,0,0,0,
0,471900,68100,0,0,0,
0,471900,68100,0,0,0,
0,464100,75900,0,0,0,
0,464700,75300,0,0,0,
0,462900,77100,0,0,0,
0,459300,80700,0,0,0,
0,459300,80700,0,0,0,
0,459300,80700,0,0,0,
0,463500,76500,0,0,0,
0,464100,75900,0,0,0,
0,464100,75900,0,0,0,
0,464100,75900,0,0,0,
0,456900,83100,0,0,0,
0,456900,83100,0,0,0,
0,466500,73500,0,0,0,
0,472500,67500,0,0,0,
0,472500,67500,0,0,0,
0,483300,56700,0,0,0,
0,483300,56700,0,0,0,
0,483300,56700,0,0,0,
0,483000,57000,0,0,0,
0,498000,42000,0,0,0,
0,498000,42000,0,0,0,
0,498000,42000,0,0,0,
0,498000,42000,0,0,0,
0,498000,42000,0,0,0,
0,497700,42300,0,0,0,
0,498300,41700,0,0,0,
0,498300,41700,0,0,0,
0,498300,41700,0,0,0,
0,498300,41700,0,0,0,
0,498300,41700,0,0,0,
0,498900,41100,0,0,0,
0,499500,40500,0,0,0,
0,499500,40500,0,0,0,
0,499500,40500,0,0,0,
0,499500,40500,0,0,0,
0,503100,36900,0,0,0,
0,491700,48300,0,0,0,
0,503100,36900,0,0,0,
0,508500,31500,0,0,0,
0,508500,31500,0,0,0,
0,508500,31500,0,0,0,
0,508500,31500,0,0,0,
0,508200,31800,0,0,0,
0,500700,39300,0,0,0,
0,500700,39300,0,0,0,
0,500700,39300,0,0,0,
0,500700,39300,0,0,0,
0,500700,39300,0,0,0,
0,500400,39600,0,0,0,
0,501000,39000,0,0,0,
0,501000,39000,0,0,0,
0,501000,39000,0,0,0,
0,501000,39000,0,0,0,
0,501000,39000,0,0,0,
0,500700,39300,0,0,0,
0,504900,35100,0,0,0,
0,499500,40500,0,0,0,
0,499500,40500,0,0,0,
0,488700,51300,0,0,0,
0,490500,49500,0,0,0,
0,490200,49800,0,0,0,
0,489600,50400,0,0,0,
0,489600,50400,0,0,0,
0,489600,50400,0,0,0,
0,489600,50400,0,0,0,
0,489600,50400,0,0,0,
0,489300,50700,0,0,0,
0,495300,44700,0,0,0,
0,495300,44700,0,0,0,
0,495300,44700,0,0,0,
0,495300,44700,0,0,0,
0,495300,44700,0,0,0,
0,495900,44100,0,0,0,
0,493500,46500,0,0,0,
0,493500,46500,0,0,0,
0,493500,46500,0,0,0,
0,500700,39300,0,0,0,
0,500700,39300,0,0,0,
0,506700,33300,0,0,0,
0,506100,33900,0,0,0,
0,506100,33900,0,0,0,
0,511500,28500,0,0,0,
0,522300,17700,0,0,0,
0,522300,17700,0,0,0,
0,522000,18000,0,0,0,
0,514200,25800,0,0,0,
0,516000,24000,0,0,0,
0,516000,24000,0,0,0,
0,516000,24000,0,0,0,
0,523200,16800,0,0,0,
0,522900,17100,0,0,0,
0,528900,11100,0,0,0,
0,528900,11100,0,0,0,
0,528900,11100,0,0,0,
0,536100,3900,0,0,0,
0,536100,3900,0,0,0,
0,540000,0,0,0,0,
