EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_6,EXACT_RANGE_EXP_6_FLOP,EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_6,EXACT_RANGE_EXP_6_FLOP,
134100,0,202200,24900,47100,131700,
134100,0,202200,24900,47100,131700,
134100,0,213600,13500,47100,131700,
134100,0,213600,11100,49500,131700,
134100,0,213600,11100,47100,134100,
133500,0,213600,11100,47100,134700,
123900,0,213000,11100,47100,144900,
116700,0,220200,11100,47100,144900,
117900,0,219600,10500,47100,144900,
117900,0,219600,9900,47700,144900,
117900,0,219600,9900,47100,145500,
117300,0,226200,9900,47100,139500,
123300,0,220200,9900,47100,139500,
123300,0,220200,9900,47100,139500,
126300,0,219600,7500,47100,139500,
126300,0,219600,6900,47700,139500,
126300,0,226200,6900,47100,133500,
123900,0,226200,6900,47100,135900,
129900,0,220200,6900,47100,135900,
129900,0,220200,3300,50700,135900,
132900,0,219600,900,50700,135900,
126900,0,219600,2700,54900,135900,
126900,0,219600,2700,54300,136500,
126300,0,219600,2700,54300,137100,
126000,0,217800,2700,54300,139200,
126000,0,217800,0,57000,139200,
127800,0,217200,0,56400,138600,
127800,0,208200,0,65400,138600,
127800,0,208200,0,65400,138600,
127200,0,209400,0,65400,138000,
126600,0,210000,0,65400,138000,
126600,0,208200,0,67200,138000,
126600,0,207600,0,66600,139200,
126600,0,207600,0,66600,139200,
126600,0,207600,0,66000,139800,
141300,0,207600,0,51600,139500,
142500,0,207000,0,51600,138900,
151500,0,198000,0,51600,138900,
151500,0,198600,0,51000,138900,
151500,0,198600,0,51000,138900,
151500,0,198000,0,43200,147300,
140100,0,198000,0,43200,158700,
139500,0,197400,0,43200,159900,
139500,0,197400,0,43200,159900,
139500,0,198000,0,42600,159900,
139500,0,198000,0,42600,159900,
152100,0,197400,0,42000,148500,
142500,0,197400,0,42000,158100,
141900,0,195000,0,42000,161100,
141900,0,187800,0,49200,161100,
141900,0,188400,0,48600,161100,
141900,0,188400,0,48600,161100,
141900,0,188400,0,48000,161700,
141300,0,188400,0,48000,162300,
141300,0,188400,0,48000,162300,
134100,0,195600,0,48000,162300,
135300,0,195000,0,47400,162300,
135300,0,195000,0,47400,162300,
135300,0,243000,0,0,161700,
135900,0,243000,0,0,161100,
135300,0,243600,0,0,161100,
135300,0,243600,0,0,161100,
135300,0,246000,0,0,158700,
135300,0,246000,0,0,158700,
128100,0,253200,0,0,158700,
127500,0,253200,0,0,159300,
126900,0,253800,0,0,159300,
126900,0,253800,0,0,159300,
126900,0,253200,0,0,159900,
123300,0,253200,0,0,163500,
123300,0,253200,0,0,163500,
113700,0,272400,0,0,153900,
113100,0,271800,0,0,155100,
113100,0,271800,0,0,155100,
113100,0,271200,0,0,155700,
116700,0,271200,0,0,152100,
116700,0,271200,0,0,152100,
107100,0,281400,0,0,151500,
97500,0,291000,0,0,151500,
97500,0,291000,0,0,151500,
97500,0,290400,0,0,152100,
97500,0,290400,0,0,152100,
97500,0,290400,0,0,152100,
93300,0,290400,0,0,156300,
99300,0,284400,0,0,156300,
108300,0,279000,0,0,152700,
108300,0,271200,0,0,160500,
108300,0,271200,0,0,160500,
108300,0,271200,0,0,160500,
109500,0,270600,0,0,159900,
108900,0,271200,0,0,159900,
101700,0,278400,0,0,159900,
101700,0,280800,0,0,157500,
101700,0,313200,0,0,125100,
112500,0,302400,0,0,125100,
110100,0,302400,0,0,127500,
109500,0,303000,0,0,127500,
120300,0,303000,0,0,116700,
121500,0,302400,0,0,116100,
125100,0,302400,0,0,112500,
125100,0,302400,0,0,112500,
125700,0,302400,0,0,111900,
126300,0,301800,0,0,111900,
126300,0,301800,0,0,111900,
114900,0,313800,0,0,111300,
114900,0,308400,0,0,116700,
114900,0,308400,0,0,116700,
114300,0,308400,0,0,117300,
114900,0,307800,0,0,117300,
114900,0,307800,0,0,117300,
107100,0,316200,0,0,116700,
107100,0,316200,0,0,116700,
107100,0,316200,0,0,116700,
106500,0,310200,0,0,123300,
105900,0,310800,0,0,123300,
105900,0,310800,0,0,123300,
105900,0,310200,0,0,123900,
104100,0,308400,0,0,127500,
104100,0,308400,0,0,127500,
103500,0,316800,0,0,119700,
102900,0,316200,0,0,120900,
92100,0,327000,0,0,120900,
92100,0,321000,0,0,126900,
92100,0,321000,0,0,126900,
99300,0,317400,0,0,123300,
98700,0,317400,0,0,123900,
98100,0,318000,0,0,123900,
98100,0,318000,0,0,123900,
98100,0,317400,0,0,124500,
98100,0,315600,0,0,126300,
98100,0,306600,0,0,135300,
100500,0,306600,0,0,132900,
89100,0,306000,0,0,144900,
89100,0,306000,0,0,144900,
89100,0,315600,0,0,135300,
89100,0,315600,0,0,135300,
89100,0,315600,0,0,135300,
89700,0,315600,0,0,134700,
97500,0,307800,0,0,134700,
99300,0,307800,0,0,132900,
99300,0,296400,0,0,144300,
99300,0,296400,0,0,144300,
99300,0,296400,0,0,144300,
99900,0,296400,0,0,143700,
111000,0,285300,0,0,143700,
111000,0,285300,0,0,143700,
111000,0,284700,0,0,144300,
111000,0,275700,0,0,153300,
111000,0,263100,0,0,165900,
110400,0,263100,0,0,166500,
100800,0,272700,0,0,166500,
100800,0,272700,0,0,166500,
100800,0,278700,0,0,160500,
100800,0,278700,0,0,160500,
100800,0,278700,0,0,160500,
101400,0,278700,0,0,159900,
100800,0,287100,0,0,152100,
93600,0,287100,0,0,159300,
93600,0,286500,0,0,159900,
93600,0,286500,0,0,159900,
93600,0,288300,0,0,158100,
94200,0,288300,0,0,157500,
93600,0,288900,0,0,157500,
97200,0,285300,0,0,157500,
97200,0,294900,0,0,147900,
97200,0,294900,0,0,147900,
97200,0,294900,0,0,147900,
94800,0,297900,0,0,147300,
106800,0,297300,0,0,135900,
106800,0,297300,0,0,135900,
106800,0,305100,0,0,128100,
106800,0,305100,0,0,128100,
99600,0,312300,0,0,128100,
93600,0,312300,0,0,134100,
93000,0,312900,0,0,134100,
93000,0,312900,0,0,134100,
93000,0,306900,0,0,140100,
93000,0,306900,0,0,140100,
93000,0,306900,0,0,140100,
93600,0,306900,0,0,139500,
89400,0,311700,0,0,138900,
87600,0,313500,0,0,138900,
87600,0,314100,0,0,138300,
75000,0,312300,0,0,152700,
78600,0,308700,0,0,152700,
72900,0,308700,0,0,158400,
76800,0,312600,0,0,150600,
76800,0,312600,0,0,150600,
76800,0,313200,0,0,150000,
76800,0,313200,0,0,150000,
76800,0,313200,0,0,150000,
77400,0,313200,0,0,149400,
67800,0,322800,0,0,149400,
67800,0,326400,0,0,145800,
67800,0,334200,0,0,138000,
62400,0,339600,0,0,138000,
62400,0,339600,0,0,138000,
51000,0,339600,0,0,149400,
46800,0,344400,0,0,148800,
46800,0,344400,0,0,148800,
46800,0,340200,0,0,153000,
46800,0,340200,0,0,153000,
46800,0,342000,0,0,151200,
51000,0,342000,0,0,147000,
50400,0,342600,0,0,147000,
50400,0,342600,0,0,147000,
50400,0,354000,0,0,135600,
50400,0,345000,0,0,144600,
50400,0,345000,0,0,144600,
51000,0,345000,0,0,144000,
50400,0,345600,0,0,144000,
45000,0,343800,0,0,151200,
45000,0,343200,0,0,151800,
45000,0,343200,0,0,151800,
45000,0,343200,0,0,151800,
46200,0,342600,0,0,151200,
60900,0,327900,0,0,151200,
60900,0,327900,0,0,151200,
60900,0,328500,0,0,150600,
60900,0,328500,0,0,150600,
60900,0,328500,0,0,150600,
68700,0,328500,0,0,142800,
69300,0,327900,0,0,142800,
69300,0,320700,0,0,150000,
69300,0,320100,0,0,150600,
69300,0,320100,0,0,150600,
69300,0,320100,0,0,150600,
66900,0,320100,0,0,153000,
72900,0,314100,0,0,153000,
72900,0,314100,0,0,153000,
72900,0,320100,0,0,147000,
72900,0,314700,0,0,152400,
78300,0,309300,0,0,152400,
72300,0,309300,0,0,158400,
71700,0,309900,0,0,158400,
71700,0,309900,0,0,158400,
71700,0,310500,0,0,157800,
71700,0,310500,0,0,157800,
71700,0,310500,0,0,157800,
67500,0,310500,0,0,162000,
66900,0,311100,0,0,162000,
66900,0,311100,0,0,162000,
66900,0,311700,0,0,161400,
66900,0,311700,0,0,161400,
59700,0,302700,0,0,177600,
59100,0,291300,0,0,189600,
58500,0,290700,0,0,190800,
58500,0,290700,0,0,190800,
58500,0,302100,0,0,179400,
58500,0,302100,0,0,179400,
58500,0,323700,0,0,157800,
57900,0,323700,0,0,158400,
57300,0,324300,0,0,158400,
62700,0,324300,0,0,153000,
74700,0,312900,0,0,152400,
74700,0,312900,0,0,152400,
74700,0,312900,0,0,152400,
74700,0,312900,0,0,152400,
68700,0,306900,0,0,164400,
68700,0,306900,0,0,164400,
69900,0,306300,0,0,163800,
69900,0,300900,0,0,169200,
69900,0,300900,0,0,169200,
69300,0,300900,0,0,169800,
65100,0,305100,0,0,169800,
65100,0,305100,0,0,169800,
65100,0,304500,0,0,170400,
65100,0,293700,0,0,181200,
65100,0,293700,0,0,181200,
71700,0,293100,0,0,175200,
71100,0,293700,0,0,175200,
71100,0,293700,0,0,175200,
71100,0,282300,0,0,186600,
78300,0,275100,0,0,186600,
78300,0,275100,0,0,186600,
74100,0,275100,0,0,190800,
78000,0,271200,0,0,190800,
81600,0,271200,0,0,187200,
87300,0,270900,0,0,181800,
80100,0,285300,0,0,174600,
80100,0,285300,0,0,174600,
75900,0,281100,0,0,183000,
76500,0,280500,0,0,183000,
67500,0,289500,0,0,183000,
67500,0,295500,0,0,177000,
67500,0,286500,0,0,186000,
67500,0,290100,0,0,182400,
61500,0,290100,0,0,188400,
60900,0,290700,0,0,188400,
60900,0,290700,0,0,188400,
60900,0,290100,0,0,189000,
64500,0,286500,0,0,189000,
64500,0,290100,0,0,185400,
57000,0,290100,0,0,192900,
52800,0,294300,0,0,192900,
52800,0,294300,0,0,192900,
52800,0,305700,0,0,181500,
52800,0,318300,0,0,168900,
52800,0,318300,0,0,168900,
57000,0,318300,0,0,164700,
57600,0,317700,0,0,164700,
57600,0,317700,0,0,164700,
49800,0,326100,0,0,164100,
49800,0,326100,0,0,164100,
49800,0,326100,0,0,164100,
49800,0,326100,0,0,164100,
54000,0,321900,0,0,164100,
54000,0,321900,0,0,164100,
54000,0,315900,0,0,170100,
54000,0,315900,0,0,170100,
45000,0,315900,0,0,179100,
42600,0,315900,0,0,181500,
33000,0,325500,0,0,181500,
33000,0,325500,0,0,181500,
33000,0,326100,0,0,180900,
33000,0,322500,0,0,184500,
33000,0,313500,0,0,193500,
23400,0,313500,0,0,203100,
24000,0,312900,0,0,203100,
24000,0,312900,0,0,203100,
24000,0,312300,0,0,203700,
24000,0,312300,0,0,203700,
22200,0,314100,0,0,203700,
19800,0,317100,0,0,203100,
24000,0,312900,0,0,203100,
11400,0,325500,0,0,203100,
11400,0,319500,0,0,209100,
22200,0,308700,0,0,209100,
22200,0,308700,0,0,209100,
21600,0,308100,0,0,210300,
21000,0,307500,0,0,211500,
26400,0,302100,0,0,211500,
26400,0,296100,0,0,217500,
26400,0,296100,0,0,217500,
26400,0,296100,0,0,217500,
27000,0,296100,0,0,216900,
24600,0,298500,0,0,216900,
24600,0,309300,0,0,206100,
24600,0,303300,0,0,212100,
24600,0,303300,0,0,212100,
24600,0,294300,0,0,221100,
15000,0,313500,0,0,211500,
19200,0,309300,0,0,211500,
19200,0,309300,0,0,211500,
19200,0,309300,0,0,211500,
19200,0,303900,0,0,216900,
19200,0,303900,0,0,216900,
16800,0,303900,0,0,219300,
28200,0,292500,0,0,219300,
28200,0,292500,0,0,219300,
28200,0,300300,0,0,211500,
28200,0,300300,0,0,211500,
28200,0,300300,0,0,211500,
28800,0,300300,0,0,210900,
29400,0,299700,0,0,210900,
29400,0,299700,0,0,210900,
29400,0,299100,0,0,211500,
29400,0,299100,0,0,211500,
29400,0,300900,0,0,209700,
30000,0,300900,0,0,209100,
29400,0,301500,0,0,209100,
29400,0,306900,0,0,203700,
29400,0,306300,0,0,204300,
29400,0,293700,0,0,216900,
29400,0,293700,0,0,216900,
28800,0,293700,0,0,217500,
28200,0,294300,0,0,217500,
28200,0,294300,0,0,217500,
28200,0,288300,0,0,223500,
28200,0,288300,0,0,223500,
28200,0,288300,0,0,223500,
16800,0,276900,0,0,246300,
10800,0,282900,0,0,246300,
14400,0,282900,0,0,242700,
14400,0,276900,0,0,248700,
14400,0,276900,0,0,248700,
14400,0,276900,0,0,248700,
15000,0,276900,0,0,248100,
22800,0,269100,0,0,248100,
12000,0,269100,0,0,258900,
12000,0,269700,0,0,258300,
12000,0,269700,0,0,258300,
12000,0,269700,0,0,258300,
11400,0,269700,0,0,258900,
22800,0,258300,0,0,258900,
22800,0,254700,0,0,262500,
22800,0,254100,0,0,263100,
22800,0,246900,0,0,270300,
22800,0,246900,0,0,270300,
23400,0,246900,0,0,269700,
22800,0,247500,0,0,269700,
22800,0,245700,0,0,271500,
22800,0,245100,0,0,272100,
22800,0,245100,0,0,272100,
22800,0,245100,0,0,272100,
23400,0,245100,0,0,271500,
22800,0,244500,0,0,272700,
22800,0,244500,0,0,272700,
22800,0,243900,0,0,273300,
22800,0,243900,0,0,273300,
22800,0,243900,0,0,273300,
15000,0,243900,0,0,281100,
28500,0,243300,0,0,268200,
28500,0,239700,0,0,271800,
28500,0,237300,0,0,274200,
28500,0,237300,0,0,274200,
28500,0,237300,0,0,274200,
29100,0,237300,0,0,273600,
29700,0,236700,0,0,273600,
27900,0,236700,0,0,275400,
27900,0,237300,0,0,274800,
40500,0,226500,0,0,273000,
40500,0,226500,0,0,273000,
41100,0,226500,0,0,272400,
41100,0,226500,0,0,272400,
41100,0,226500,0,0,272400,
41100,0,234300,0,0,264600,
41100,0,234300,0,0,264600,
41100,0,230700,0,0,268200,
40500,0,228300,0,0,271200,
46500,0,222300,0,0,271200,
46500,0,222300,0,0,271200,
46500,0,221700,0,0,271800,
46500,0,221700,0,0,271800,
46500,0,221700,0,0,271800,
52500,0,221700,0,0,265800,
51900,0,222300,0,0,265800,
51900,0,222300,0,0,265800,
51900,0,214500,0,0,273600,
51900,0,214500,0,0,273600,
51900,0,212700,0,0,275400,
51300,0,212700,0,0,276000,
59100,0,204900,0,0,276000,
59100,0,204900,0,0,276000,
59100,0,202500,0,0,278400,
59100,0,204300,0,0,276600,
59100,0,204300,0,0,276600,
58500,0,205500,0,0,276000,
60900,0,203100,0,0,276000,
59100,0,204900,0,0,276000,
59100,0,200700,0,0,280200,
57300,0,202500,0,0,280200,
57300,0,202500,0,0,280200,
59700,0,202500,0,0,277800,
59100,0,203100,0,0,277800,
51900,0,203100,0,0,285000,
51900,0,202500,0,0,285600,
51900,0,202500,0,0,285600,
59100,0,200700,0,0,280200,
61500,0,200700,0,0,277800,
67500,0,194700,0,0,277800,
67500,0,194700,0,0,277800,
67500,0,195300,0,0,277200,
67500,0,195300,0,0,277200,
65700,0,195300,0,0,279000,
58200,0,195300,0,0,286500,
57600,0,196500,0,0,285900,
57600,0,196500,0,0,285900,
57600,0,207900,0,0,274500,
55800,0,207900,0,0,276300,
55800,0,209700,0,0,274500,
55200,0,209700,0,0,275100,
54600,0,210300,0,0,275100,
54600,0,210300,0,0,275100,
54600,0,214500,0,0,270900,
54600,0,214500,0,0,270900,
54600,0,214500,0,0,270900,
46800,0,214500,0,0,278700,
47400,0,213900,0,0,278700,
42000,0,219300,0,0,278700,
42000,0,228900,0,0,269100,
42000,0,227100,0,0,270900,
42000,0,227100,0,0,270900,
41400,0,227100,0,0,271500,
45600,0,222900,0,0,271500,
45600,0,222900,0,0,271500,
54000,0,215100,0,0,270900,
54000,0,215100,0,0,270900,
54000,0,206100,0,0,279900,
63600,0,206100,0,0,270300,
63000,0,216300,0,0,260700,
63000,0,216300,0,0,260700,
58800,0,224700,0,0,256500,
58800,0,224700,0,0,256500,
58800,0,224700,0,0,256500,
67200,0,216900,0,0,255900,
64800,0,219300,0,0,255900,
64800,0,219300,0,0,255900,
64800,0,223500,0,0,251700,
64800,0,223500,0,0,251700,
64800,0,223500,0,0,251700,
53400,0,223500,0,0,263100,
49200,0,227700,0,0,263100,
49200,0,227700,0,0,263100,
50400,0,227100,0,0,262500,
50400,0,227100,0,0,262500,
50400,0,227100,0,0,262500,
49800,0,227100,0,0,263100,
47400,0,229500,0,0,263100,
47400,0,229500,0,0,263100,
47400,0,228900,0,0,263700,
45600,0,227100,0,0,267300,
45600,0,227100,0,0,267300,
55200,0,227100,0,0,257700,
54600,0,227700,0,0,257700,
54600,0,227700,0,0,257700,
54600,0,223500,0,0,261900,
54600,0,219900,0,0,265500,
60000,0,219900,0,0,260100,
59400,0,219900,0,0,260700,
58800,0,220500,0,0,260700,
48000,0,231300,0,0,260700,
54600,0,225300,0,0,260100,
54600,0,225300,0,0,260100,
54600,0,225300,0,0,260100,
54000,0,225300,0,0,260700,
60000,0,219300,0,0,260700,
60000,0,219300,0,0,260700,
60000,0,230700,0,0,249300,
51000,0,228900,0,0,260100,
51000,0,228900,0,0,260100,
39600,0,228900,0,0,271500,
45600,0,222900,0,0,271500,
45600,0,222900,0,0,271500,
39600,0,222300,0,0,278100,
27000,0,209700,0,0,303300,
27000,0,209700,0,0,303300,
17400,0,228900,0,0,293700,
18000,0,228300,0,0,293700,
25200,0,228300,0,0,286500,
17400,0,220500,0,0,302100,
26400,0,211500,0,0,302100,
26400,0,211500,0,0,302100,
30600,0,211500,0,0,297900,
30000,0,212100,0,0,297900,
30000,0,212100,0,0,297900,
30000,0,212700,0,0,297300,
30000,0,210900,0,0,299100,
30000,0,210900,0,0,299100,
39600,0,210900,0,0,289500,
33600,0,216900,0,0,289500,
33600,0,216900,0,0,289500,
33600,0,212700,0,0,293700,
33600,0,212700,0,0,293700,
33600,0,212700,0,0,293700,
34200,0,212700,0,0,293100,
33600,0,222900,0,0,283500,
33600,0,222900,0,0,283500,
33600,0,227100,0,0,279300,
33600,0,214500,0,0,291900,
33600,0,212700,0,0,293700,
25800,0,212700,0,0,301500,
21600,0,216900,0,0,301500,
21600,0,216900,0,0,301500,
21600,0,216300,0,0,302100,
21600,0,216300,0,0,302100,
21600,0,216300,0,0,302100,
21000,0,216300,0,0,302700,
20400,0,216900,0,0,302700,
20400,0,216900,0,0,302700,
14400,0,223500,0,0,302100,
14400,0,221700,0,0,303900,
14400,0,221700,0,0,303900,
13800,0,222900,0,0,303300,
6300,0,230400,0,0,303300,
6300,0,230400,0,0,303300,
300,0,237000,0,0,302700,
300,0,237000,0,0,302700,
300,0,229800,0,0,309900,
300,0,237600,0,0,302100,
0,0,237000,0,0,303000,
0,0,237000,0,0,303000,
0,0,236400,0,0,303600,
0,0,236400,0,0,303600,
0,0,223800,0,0,316200,
0,0,223200,0,0,316800,
0,0,226800,0,0,313200,
0,0,226800,0,0,313200,
0,0,227400,0,0,312600,
0,0,216600,0,0,323400,
0,0,216600,0,0,323400,
0,0,222600,0,0,317400,
0,0,220800,0,0,319200,
0,0,220800,0,0,319200,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,217200,0,0,322800,
0,0,217200,0,0,322800,
0,0,219000,0,0,321000,
0,0,218400,0,0,321600,
0,0,218400,0,0,321600,
0,0,218400,0,0,321600,
0,0,217800,0,0,322200,
0,0,217800,0,0,322200,
0,0,212400,0,0,327600,
0,0,211800,0,0,328200,
0,0,217200,0,0,322800,
0,0,217200,0,0,322800,
0,0,207600,0,0,332400,
0,0,200400,0,0,339600,
0,0,200400,0,0,339600,
0,0,206400,0,0,333600,
0,0,206400,0,0,333600,
0,0,208200,0,0,331800,
0,0,208800,0,0,331200,
0,0,199800,0,0,340200,
0,0,203400,0,0,336600,
0,0,209400,0,0,330600,
0,0,202200,0,0,337800,
0,0,202200,0,0,337800,
0,0,208200,0,0,331800,
0,0,208200,0,0,331800,
0,0,208200,0,0,331800,
0,0,208800,0,0,331200,
0,0,208800,0,0,331200,
0,0,210600,0,0,329400,
0,0,210000,0,0,330000,
0,0,210000,0,0,330000,
0,0,210000,0,0,330000,
0,0,221400,0,0,318600,
0,0,221400,0,0,318600,
0,0,221400,0,0,318600,
0,0,227400,0,0,312600,
0,0,227400,0,0,312600,
0,0,223800,0,0,316200,
0,0,224400,0,0,315600,
0,0,224400,0,0,315600,
0,0,231600,0,0,308400,
0,0,239400,0,0,300600,
0,0,239400,0,0,300600,
0,0,230400,0,0,309600,
0,0,229800,0,0,310200,
0,0,238800,0,0,301200,
0,0,238800,0,0,301200,
0,0,231000,0,0,309000,
0,0,231000,0,0,309000,
0,0,218400,0,0,321600,
0,0,219000,0,0,321000,
0,0,219000,0,0,321000,
0,0,219000,0,0,321000,
0,0,218400,0,0,321600,
0,0,220200,0,0,319800,
0,0,223800,0,0,316200,
0,0,223200,0,0,316800,
0,0,223200,0,0,316800,
0,0,217800,0,0,322200,
0,0,213600,0,0,326400,
0,0,213600,0,0,326400,
0,0,213600,0,0,326400,
0,0,214200,0,0,325800,
0,0,225000,0,0,315000,
0,0,225000,0,0,315000,
0,0,229200,0,0,310800,
0,0,236400,0,0,303600,
0,0,223800,0,0,316200,
0,0,224400,0,0,315600,
0,0,224400,0,0,315600,
0,0,224400,0,0,315600,
0,0,223800,0,0,316200,
0,0,223800,0,0,316200,
0,0,216600,0,0,323400,
0,0,210600,0,0,329400,
0,0,212400,0,0,327600,
0,0,212400,0,0,327600,
0,0,204600,0,0,335400,
0,0,204600,0,0,335400,
0,0,208200,0,0,331800,
0,0,208800,0,0,331200,
0,0,208800,0,0,331200,
0,0,208800,0,0,331200,
0,0,208200,0,0,331800,
0,0,208200,0,0,331800,
0,0,206400,0,0,333600,
0,0,217800,0,0,322200,
0,0,217800,0,0,322200,
0,0,226800,0,0,313200,
0,0,238200,0,0,301800,
0,0,238200,0,0,301800,
0,0,238200,0,0,301800,
0,0,237600,0,0,302400,
0,0,237600,0,0,302400,
0,0,223200,0,0,316800,
0,0,229200,0,0,310800,
0,0,229200,0,0,310800,
0,0,229200,0,0,310800,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228000,0,0,312000,
0,0,228000,0,0,312000,
0,0,228000,0,0,312000,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,228600,0,0,311400,
0,0,236400,0,0,303600,
0,0,236400,0,0,303600,
0,0,236400,0,0,303600,
0,0,244200,0,0,295800,
0,0,244200,0,0,295800,
0,0,244200,0,0,295800,
0,0,244800,0,0,295200,
0,0,244800,0,0,295200,
0,0,244800,0,0,295200,
0,0,242400,0,0,297600,
0,0,247800,0,0,292200,
0,0,238800,0,0,301200,
0,0,238200,0,0,301800,
0,0,238200,0,0,301800,
0,0,238200,0,0,301800,
0,0,237600,0,0,302400,
0,0,237600,0,0,302400,
0,0,237600,0,0,302400,
0,0,237000,0,0,303000,
0,0,237000,0,0,303000,
0,0,237000,0,0,303000,
0,0,241200,0,0,298800,
0,0,246600,0,0,293400,
0,0,246600,0,0,293400,
0,0,247200,0,0,292800,
0,0,247200,0,0,292800,
0,0,247200,0,0,292800,
0,0,247800,0,0,292200,
0,0,247800,0,0,292200,
0,0,247800,0,0,292200,
0,0,248400,0,0,291600,
0,0,248400,0,0,291600,
0,0,248400,0,0,291600,
0,0,249000,0,0,291000,
0,0,249000,0,0,291000,
0,0,249000,0,0,291000,
0,0,249600,0,0,290400,
0,0,242400,0,0,297600,
0,0,240600,0,0,299400,
0,0,241200,0,0,298800,
0,0,241200,0,0,298800,
0,0,241200,0,0,298800,
0,0,240600,0,0,299400,
0,0,240600,0,0,299400,
0,0,240600,0,0,299400,
0,0,241200,0,0,298800,
0,0,241200,0,0,298800,
0,0,253800,0,0,286200,
0,0,253200,0,0,286800,
0,0,253200,0,0,286800,
0,0,253200,0,0,286800,
0,0,264600,0,0,275400,
0,0,264600,0,0,275400,
0,0,275400,0,0,264600,
0,0,274800,0,0,265200,
0,0,274800,0,0,265200,
0,0,274800,0,0,265200,
0,0,274800,0,0,265200,
0,0,274800,0,0,265200,
0,0,274800,0,0,265200,
0,0,270600,0,0,269400,
0,0,270600,0,0,269400,
0,0,265200,0,0,274800,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,270000,0,0,270000,
0,0,270000,0,0,270000,
0,0,270000,0,0,270000,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,269400,0,0,270600,
0,0,271800,0,0,268200,
0,0,264600,0,0,275400,
0,0,264600,0,0,275400,
0,0,264000,0,0,276000,
0,0,258600,0,0,281400,
0,0,258600,0,0,281400,
0,0,258600,0,0,281400,
0,0,265800,0,0,274200,
0,0,265800,0,0,274200,
0,0,263400,0,0,276600,
0,0,263400,0,0,276600,
0,0,263400,0,0,276600,
0,0,261000,0,0,279000,
0,0,261000,0,0,279000,
0,0,262800,0,0,277200,
0,0,262800,0,0,277200,
0,0,262800,0,0,277200,
0,0,270000,0,0,270000,
0,0,277800,0,0,262200,
0,0,277800,0,0,262200,
0,0,277800,0,0,262200,
0,0,278400,0,0,261600,
0,0,267600,0,0,272400,
0,0,267600,0,0,272400,
0,0,267600,0,0,272400,
0,0,267600,0,0,272400,
