CALL_MAN,SIMPLE_RANGE_EXP,SIMPLE_RANGE_EXP,EXPECTATION,EXPECTATION
0,24400,3500,10000,12100
0,24100,3800,10000,12100
0,23800,4100,10000,12100
0,23800,2600,11500,12100
0,23800,2600,10900,12700
0,24100,2600,10900,12400
0,23800,2900,10900,12400
0,24400,2300,10900,12400
0,24400,2000,11200,12400
0,24400,2000,10900,12700
0,23200,2000,13600,11200
0,22300,2900,13600,11200
0,22000,3200,13600,11200
0,22000,2900,13900,11200
0,22000,2900,12700,12400
0,22300,2900,12700,12100
0,22000,3200,12700,12100
0,21700,3500,12700,12100
0,21700,3200,13000,12100
0,21700,200,10000,18100
0,22000,200,10000,17800
0,20500,200,11500,17800
0,20200,200,11800,17800
0,20200,200,11800,17800
0,20200,200,11500,18100
0,20500,200,11500,17800
0,21100,200,10900,17800
0,20800,200,11200,17800
0,23200,200,11200,15400
0,23200,200,10600,16000
0,23500,200,10600,15700
0,23200,200,10900,15700
0,22900,200,11200,15700
0,22900,200,11200,15700
0,22900,200,10900,16000
0,23200,200,10900,15700
0,22900,200,11200,15700
0,22600,200,11500,15700
0,22600,200,11500,15700
0,22600,200,11200,16000
0,22900,200,11200,15700
0,22600,200,11500,15700
0,22300,200,11800,15700
0,22300,200,11800,15700
0,22300,200,11500,16000
0,22600,200,11500,15700
0,22300,200,11800,15700
0,22000,200,12100,15700
0,21100,200,12100,16600
0,21100,200,11800,16900
0,20500,200,11800,17500
0,19000,200,13300,17500
0,17200,200,16900,15700
0,16900,200,16900,16000
0,17800,200,16600,15400
0,14800,200,16600,18400
0,14500,200,16900,18400
0,14200,200,17200,18400
0,14200,200,17200,18400
0,14200,200,16900,18700
0,14500,200,16900,18400
0,15700,200,15700,18400
0,15400,200,16000,18400
0,15400,200,16000,18400
0,15400,200,15700,18700
0,15700,200,15700,18400
0,15400,200,16000,18400
0,15100,200,16300,18400
0,14500,200,16300,19000
0,14500,200,16000,19300
0,14800,200,16000,19000
0,14500,200,16300,19000
0,15100,200,15700,19000
0,14200,200,15700,19900
0,14200,200,15400,20200
0,14500,200,15400,19900
0,14200,200,15700,19900
0,13900,200,16000,19900
0,13300,200,16000,20500
0,13300,200,15700,20800
0,13600,200,15700,20500
0,13300,200,16000,20500
0,13000,200,16300,20500
0,13000,200,16300,20500
0,13000,200,16000,20800
0,13300,200,16000,20500
0,13000,200,16300,20500
0,12700,200,16600,20500
0,12700,200,16600,20500
0,12700,200,16300,20800
0,12100,200,16300,21400
0,11800,200,16600,21400
0,12400,200,16000,21400
0,12400,200,16000,21400
0,12400,200,15700,21700
0,12700,200,15700,21400
0,13300,200,15100,21400
0,13000,200,15400,21400
0,13000,200,15400,21400
0,13000,200,14800,22000
0,13300,200,14800,21700
0,13000,200,15100,21700
0,12700,200,15400,21700
0,12700,200,15400,21700
0,12700,200,15100,22000
0,12100,200,15100,22600
0,11800,200,15400,22600
0,12400,200,14800,22600
0,12400,200,14800,22600
0,12400,200,14500,22900
0,13000,200,14500,22300
0,12700,200,14800,22300
0,12700,200,14800,22300
0,11500,200,14800,23500
0,11500,200,13300,25000
0,11800,200,13300,24700
0,11500,200,13600,24700
0,11200,200,13900,24700
0,11200,200,13900,24700
0,11200,200,13600,25000
0,10600,200,13600,25600
0,10300,200,13900,25600
0,10000,200,14200,25600
0,9700,200,14200,25900
0,9700,200,13600,26500
0,10000,200,13600,26200
0,8500,200,15100,26200
0,8200,200,15400,26200
0,8200,200,15400,26200
0,8200,200,15100,26500
0,8500,200,15100,26200
0,8200,200,15400,26200
0,7900,200,15700,26200
0,7000,200,15700,27100
0,7000,200,15400,27400
0,7300,200,15400,27100
0,5800,200,16900,27100
0,5500,200,17200,27100
0,4600,200,17200,28000
0,4600,200,17800,27400
0,3700,200,17800,28300
0,3400,200,18100,28300
0,3100,200,18400,28300
0,3100,200,18400,28300
0,3100,200,18100,28600
0,3400,200,18100,28300
0,4600,200,16900,28300
0,4300,200,17200,28300
0,4300,200,17200,28300
0,4300,200,18700,26800
0,4600,200,18700,26500
0,4300,200,19000,26500
0,4000,200,19300,26500
0,3100,200,19300,27400
0,3100,200,19000,27700
0,3400,200,19000,27400
0,3100,200,19300,27400
0,2800,200,19600,27400
0,2800,200,19600,27400
0,2800,200,19300,27700
0,4300,200,19300,26200
0,4300,200,19300,26200
0,4000,200,19600,26200
0,3100,200,19600,27100
0,3100,200,19300,27400
0,3700,200,19300,26800
0,3400,200,19600,26800
0,3100,200,19900,26800
0,2500,200,19900,27400
0,2500,200,19600,27700
0,1900,200,19600,28300
0,1600,200,19900,28300
0,1300,200,20200,28300
0,1000,200,20200,28600
0,1000,200,19900,28900
0,1300,200,19900,28600
0,1900,200,19300,28600
0,1600,200,19600,28600
0,1600,200,19600,28600
0,1600,200,19300,28900
0,1000,200,19300,29500
0,700,200,19600,29500
0,1300,200,19000,29500
0,1300,200,19000,29500
0,1300,200,18700,29800
0,1600,200,18700,29500
0,1300,200,19000,29500
0,1000,200,19300,29500
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,19000,30700
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,19600,30100
0,100,200,19900,29800
0,100,200,19900,29800
0,100,200,19900,29800
0,100,200,19900,29800
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19900,29800
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,19900,29800
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19900,29800
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,19900,29800
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19900,29800
0,100,200,19000,30700
0,100,200,19000,30700
0,100,200,19000,30700
0,100,200,19000,30700
0,100,200,18700,31000
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17500,32200
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16600,33100
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16600,33100
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16600,33100
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16600,33100
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16600,33100
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,16900,32800
0,100,200,17500,32200
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17500,32200
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17500,32200
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17200,32500
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17200,32500
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17200,32500
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,19900,29800
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,21100,28600
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21100,28600
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21100,28600
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21100,28600
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,21100,28600
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,20800,28900
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,19900,29800
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,19900,29800
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20800,28900
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,20800,28900
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,22000,27700
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21100,28600
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21100,28600
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,21400,28300
0,100,200,22900,26800
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,22900,26800
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,22900,26800
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,22900,26800
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,22900,26800
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,23200,26500
0,100,200,24400,25300
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24400,25300
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24400,25300
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24400,25300
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24700,25000
0,100,200,24400,25300
0,100,200,22900,26800
0,100,200,22900,26800
0,100,200,22900,26800
0,100,200,22900,26800
0,100,200,22600,27100
0,100,200,22900,26800
0,100,200,22900,26800
0,100,200,22900,26800
0,100,200,22900,26800
0,100,200,21700,28000
0,100,200,22000,27700
0,100,200,22000,27700
0,100,200,22000,27700
0,100,200,22000,27700
0,100,200,21700,28000
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,21100,28600
0,100,200,20800,28900
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,19900,29800
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,20200,29500
0,100,200,19900,29800
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19300,30400
0,100,200,19000,30700
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,17200,32500
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17500,32200
0,100,200,17200,32500
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17500,32200
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17500,32200
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,17800,31900
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19300,30400
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20500,29200
0,100,200,20200,29500
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19600,30100
0,100,200,19300,30400
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18400,31300
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18700,31000
0,100,200,18100,31600
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18400,31300
0,100,200,18100,31600
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16300,33400
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16300,33400
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16300,33400
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16300,33400
0,100,200,14800,34900
0,100,200,14800,34900
0,100,200,14800,34900
0,100,200,14800,34900
0,100,200,14500,35200
0,100,200,14800,34900
0,100,200,14800,34900
0,100,200,14800,34900
0,100,200,14800,34900
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16900,32800
0,100,200,17200,32500
0,100,200,17200,32500
0,100,200,17200,32500
0,100,200,17200,32500
0,100,200,16900,32800
0,100,200,18100,31600
0,100,200,18100,31600
0,100,200,18100,31600
0,100,200,18100,31600
0,100,200,17800,31900
0,100,200,18100,31600
0,100,200,18100,31600
0,100,200,18100,31600
0,100,200,18100,31600
0,100,200,18700,31000
0,100,200,19000,30700
0,100,200,19000,30700
0,100,200,19000,30700
0,100,200,19000,30700
0,100,200,18700,31000
0,100,200,17200,32500
0,100,200,17200,32500
0,100,200,17200,32500
0,100,200,17200,32500
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16300,33400
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,17200,32500
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16300,33400
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,16600,33100
0,100,200,15100,34600
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15100,34600
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15400,34300
0,100,200,15100,34600
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15400,34300
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15400,34300
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15400,34300
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15700,34000
0,100,200,15400,34300
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14200,35500
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14200,35500
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13300,36400
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13300,36400
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13300,36400
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13300,36400
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,13600,36100
0,100,200,14200,35500
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,14500,35200
0,100,200,15700,34000
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16000,33700
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,16300,33400
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,16000,33700
0,100,200,15700,34000
0,100,200,16000,33700
